episode_id,application,agent_architecture,environment,expected_action,sensor_confidence,risk_level,environment_volatility,partial_observability,energy_or_resource_level,response_time_ms,available_actions,prior_success_rate,random_noise,rational_action,utility_score,observability_label,dynamic_label,determinism_label
145,Smart Hospital Assistant,Utility-Based,Snowy,Wear Winter Gear,0.8727,0.6581,0.5318,0.2608,60.81,255.92,2,0.805,-1.7162,0,59.61,Fully Observable,Static,Deterministic
146,AI Travel Assistant,Learning,Sunny,Go Outside,0.7173,0.4216,0.5997,0.807,63.29,204.92,5,0.6383,-0.1281,0,46.94,Partially Observable,Static,Stochastic
147,AI Travel Assistant,Utility-Based,Windy,Use Wind Protection,0.8937,0.2596,0.338,0.3731,64.29,244.45,13,0.99,-0.0656,1,100,Fully Observable,Dynamic,Deterministic
148,Smart-Home Energy Agent,Learning,Rainy,Use Umbrella,0.8791,0.6843,0.559,0.4413,75.7,373.37,3,0.5524,-0.5561,0,68.74,Fully Observable,Dynamic,Deterministic
149,Warehouse Robot,Simple Reflex,Sunny,Go Outside,0.9355,0.372,0.7036,0.4409,63.92,286.96,8,0.9365,1.6444,0,60.39,Partially Observable,Static,Stochastic
150,Autonomous Delivery Robot,Utility-Based,Cloudy,Stay Inside,0.8163,0.2616,0.4941,0.8138,52.79,393.03,3,0.8657,0.6711,0,66.62,Fully Observable,Dynamic,Stochastic
151,Cybersecurity Monitoring Agent,Goal-Based,Rainy,Use Umbrella,0.8761,0.7338,0.8949,0.6131,89.47,150.96,10,0.7144,0.0028,0,19.24,Fully Observable,Dynamic,Deterministic
152,Autonomous Delivery Robot,Model-Based,Stormy,Stay Inside,0.5785,0.4938,0.4187,0.3925,60.03,198.61,10,0.9408,-0.2657,0,62.09,Fully Observable,Static,Stochastic
153,Autonomous Vehicle,Goal-Based,Cloudy,Stay Inside,0.8687,0.3335,0.8754,0.1648,100,285.23,12,0.8223,-1.0661,0,72.95,Partially Observable,Dynamic,Deterministic
154,Intelligent Tutoring System,Utility-Based,Snowy,Wear Winter Gear,0.9281,0.3206,0.0706,0.4445,67.36,58.32,8,0.872,-0.2053,1,84.29,Fully Observable,Static,Deterministic
155,Cybersecurity Monitoring Agent,Simple Reflex,Snowy,Wear Winter Gear,0.7185,0.5679,0.2407,0.6038,54.62,156.89,5,0.7557,1.666,0,66.7,Fully Observable,Static,Deterministic
156,AI Travel Assistant,Learning,Windy,Use Wind Protection,0.849,0.3643,0.6128,0.4262,80.88,220.38,9,0.7619,-0.2606,1,93.98,Fully Observable,Static,Stochastic
157,AI Travel Assistant,Goal-Based,Cloudy,Stay Inside,0.8546,0.1635,0.3364,0.5599,56.58,26.33,5,0.8378,0.3217,1,79.89,Fully Observable,Static,Stochastic
158,Autonomous Vehicle,Simple Reflex,Stormy,Stay Inside,0.9951,0.3175,0.2173,0.6737,84.96,338.07,8,0.6476,1.5121,1,81.09,Fully Observable,Dynamic,Deterministic
159,AI Travel Assistant,Goal-Based,Windy,Use Wind Protection,0.8276,0.4675,0.4012,0.7791,71.45,195.94,2,0.7041,-0.9506,0,40.26,Partially Observable,Static,Stochastic
160,Autonomous Vehicle,Learning,Sunny,Go Outside,1,0.3291,0.7525,0.2993,75.25,269.69,2,0.9401,1.0256,0,48.44,Partially Observable,Dynamic,Stochastic
161,Smart-Home Energy Agent,Goal-Based,Snowy,Wear Winter Gear,0.8016,0.3623,0.1525,0.3329,79.96,303.05,7,0.7389,-1.0613,1,100,Partially Observable,Dynamic,Deterministic
162,Smart Hospital Assistant,Utility-Based,Cloudy,Stay Inside,1,0.4684,0.5296,0.2846,93.64,247.65,11,0.7182,-0.86,1,80.39,Partially Observable,Static,Deterministic
163,Smart-Home Energy Agent,Learning,Cloudy,Stay Inside,1,0.6551,0.5298,0.1315,69.26,20,5,0.8568,-0.6126,1,90.35,Partially Observable,Static,Deterministic
164,Autonomous Vehicle,Learning,Stormy,Stay Inside,0.8635,0.509,0.5039,0.622,,257.73,3,0.5723,1.8168,1,95.91,Fully Observable,Dynamic,Deterministic
165,Intelligent Tutoring System,Model-Based,Snowy,Wear Winter Gear,0.7855,0.1398,0.2728,0.6804,90.59,148.01,9,0.645,0.2304,1,84.12,Partially Observable,Dynamic,Stochastic
166,Autonomous Vehicle,Learning,Stormy,Stay Inside,0.818,0.765,0.7269,0.6445,74.22,109.05,5,0.9507,1.6696,0,68.78,Partially Observable,Dynamic,Stochastic
167,Autonomous Delivery Robot,Simple Reflex,Sunny,Go Outside,0.7606,0.1764,0.0951,0.5168,88.98,102.74,10,0.8553,0.6209,1,100,Partially Observable,Static,Deterministic
168,Smart Hospital Assistant,Utility-Based,Stormy,Stay Inside,0.8731,0.3847,0.5434,0.1054,55.93,282.47,12,0.8438,0.264,1,100,Fully Observable,Dynamic,Stochastic
169,Warehouse Robot,Utility-Based,Windy,Use Wind Protection,0.9008,0.4716,0.5706,0.4408,99.08,222.97,8,0.988,-1.1138,0,64.71,Partially Observable,Dynamic,Stochastic
170,Cybersecurity Monitoring Agent,Model-Based,Stormy,Stay Inside,0.9114,0.2716,0.0953,0.5013,40.73,286.49,8,0.677,0.5059,0,64.85,Partially Observable,Dynamic,Deterministic
171,Autonomous Delivery Robot,Utility-Based,Stormy,Stay Inside,0.7328,0.337,0.2504,0.2595,90.4,164.91,11,0.5577,-0.126,1,82.47,Partially Observable,Dynamic,Stochastic
172,Smart-Home Energy Agent,Model-Based,Sunny,Go Outside,1,0.5799,0.2253,0.542,100,283.14,6,0.8274,0.6009,1,83.88,Fully Observable,Dynamic,Stochastic
173,Cybersecurity Monitoring Agent,Model-Based,Stormy,Stay Inside,0.8466,0.3587,0.6178,0.7045,83.95,226.41,6,0.6952,0.0171,0,63.74,Fully Observable,Dynamic,Stochastic
174,AI Travel Assistant,Model-Based,Snowy,Wear Winter Gear,,0.2559,0.4861,0.2906,61.38,178.65,7,0.5182,-2.8397,1,84.12,Fully Observable,Dynamic,Stochastic
175,Intelligent Tutoring System,Utility-Based,Cloudy,Stay Inside,0.8492,0.116,0.4212,0.2665,75.9,207.88,3,0.9194,-1.4556,1,79.0,Fully Observable,Static,Stochastic
176,Autonomous Delivery Robot,Goal-Based,Cloudy,Stay Inside,0.9649,0.2044,0.4292,0.5386,79.09,217.47,13,0.7393,1.0866,1,90.35,Partially Observable,Static,Stochastic
177,Warehouse Robot,Utility-Based,Snowy,Wear Winter Gear,0.7858,0.2811,0.1461,0.5494,40.53,498.64,12,0.9254,1.0415,1,91.36,Fully Observable,Static,Stochastic
178,Intelligent Tutoring System,Model-Based,Windy,Use Wind Protection,0.8281,0.2628,0.1303,0.4313,36.79,173.89,9,0.7685,-0.0379,1,86.45,Partially Observable,Static,Deterministic
179,Smart Hospital Assistant,Simple Reflex,Rainy,Use Umbrella,0.8165,0.6542,0.8236,0.7714,72.26,120.74,13,0.99,-0.385,0,46.78,Fully Observable,Static,Stochastic
180,Smart Hospital Assistant,Model-Based,Rainy,Use Umbrella,0.8162,0.4233,0.1453,0.2333,60.29,60.4,9,0.7015,-0.6354,1,71.52,Fully Observable,Static,Stochastic
181,Smart Hospital Assistant,Utility-Based,Cloudy,Stay Inside,0.8334,0.2333,0.2858,0.7012,73.49,249.51,9,0.5071,-0.59,0,78.98,Partially Observable,Static,Deterministic
182,Autonomous Delivery Robot,Learning,Rainy,Use Umbrella,0.8213,0.5102,0.3114,0.4402,61.17,241.38,5,0.93,0.5912,1,97.07,Partially Observable,Static,Stochastic
183,Intelligent Tutoring System,Utility-Based,Cloudy,Stay Inside,0.8585,0.1909,0.257,0.6922,81.47,233.46,10,0.6862,-3.2912,1,73.02,Fully Observable,Static,Stochastic
184,Warehouse Robot,Utility-Based,Snowy,Wear Winter Gear,0.7156,0.0679,0.2188,0.4456,65.21,123.85,5,0.83,0.6202,1,87.84,Fully Observable,Dynamic,Stochastic
185,Cybersecurity Monitoring Agent,Learning,Windy,Use Wind Protection,0.9366,0.9274,0.2996,0.5424,100,246.37,11,0.9743,1.1952,0,84.65,Partially Observable,Dynamic,Deterministic
186,Autonomous Vehicle,Goal-Based,Stormy,Stay Inside,0.9377,0.3273,0.1112,0.305,88.12,242.11,9,0.439,-0.0171,1,81.77,Partially Observable,Static,Deterministic
187,AI Travel Assistant,Simple Reflex,Windy,Use Wind Protection,0.9193,0.266,0.4603,0.5459,62.63,164.09,3,0.6352,1.7825,0,77.86,Partially Observable,Dynamic,Stochastic
188,AI Travel Assistant,Model-Based,Rainy,Use Umbrella,0.7149,0.4033,0.416,0.1232,77.01,248.08,7,0.586,-0.4867,0,76.47,Fully Observable,Dynamic,Stochastic
189,Cybersecurity Monitoring Agent,Goal-Based,Sunny,Go Outside,0.9472,0.3981,0.021,0.5388,,291.06,13,0.6445,0.8692,1,100,Fully Observable,Dynamic,Stochastic
190,Smart Hospital Assistant,Goal-Based,Snowy,Wear Winter Gear,,0.5899,0.3227,0.5456,100,141.48,7,0.5369,0.9522,0,68.3,Partially Observable,Static,Deterministic
191,AI Travel Assistant,Utility-Based,Windy,Use Wind Protection,0.8728,0.6084,0.3513,0.6921,57.2,289.98,10,0.6552,-1.259,0,72.55,Partially Observable,Dynamic,Stochastic
192,AI Travel Assistant,Model-Based,Sunny,Go Outside,0.7992,0.1579,0.2222,0.1262,57.36,160.35,9,0.4448,-0.8064,1,74.38,Fully Observable,Dynamic,Deterministic
193,Autonomous Delivery Robot,Model-Based,Windy,Use Wind Protection,0.8867,0.2209,0.2861,0.6257,64.9,211.86,7,0.5396,0.7055,0,57.73,Fully Observable,Static,Deterministic
194,Smart-Home Energy Agent,Goal-Based,Windy,Use Wind Protection,1,0.4996,0.256,0.367,61.89,55.12,8,0.6782,0.098,1,81.73,Partially Observable,Dynamic,Deterministic
195,Smart-Home Energy Agent,Simple Reflex,Sunny,Go Outside,0.8809,0.3365,0.0861,0.0878,100,252.18,6,0.7693,0.8162,1,100,Fully Observable,Static,Stochastic
196,Autonomous Delivery Robot,Simple Reflex,Stormy,Stay Inside,0.8435,0.3027,0.4238,0.1589,91.22,145.29,13,0.8304,0.4033,0,67.79,Fully Observable,Static,Stochastic
197,Warehouse Robot,Goal-Based,Snowy,Wear Winter Gear,0.8483,0.106,0.4643,0.4275,81.21,102.66,6,0.8101,1.0522,1,100,Fully Observable,Dynamic,Deterministic
198,Warehouse Robot,Goal-Based,Stormy,Stay Inside,0.6405,0.527,0.4229,0.4402,75.01,57.28,11,0.6994,1.747,0,53.19,Partially Observable,Dynamic,Deterministic
199,AI Travel Assistant,Simple Reflex,Cloudy,Stay Inside,0.7533,0.5249,0.2514,0.4429,72.92,109.31,6,0.7488,-0.6091,0,54.89,Fully Observable,Dynamic,Deterministic
200,Warehouse Robot,Goal-Based,Windy,Use Wind Protection,0.9498,0.5069,0.6838,0.2494,47.9,216.78,10,0.5765,-0.4982,1,71.77,Partially Observable,Dynamic,Stochastic
201,Autonomous Delivery Robot,Simple Reflex,Sunny,Go Outside,0.9194,0.4592,0.5709,0.5719,85.09,240.16,4,0.6821,0.8817,0,45.56,Partially Observable,Static,Stochastic
202,Warehouse Robot,Utility-Based,Cloudy,Stay Inside,0.8982,0.6442,0.2018,0.5416,91.19,80.38,10,0.7681,0.7651,1,90.33,Fully Observable,Dynamic,Stochastic
203,Smart Hospital Assistant,Utility-Based,Snowy,Wear Winter Gear,0.7587,0.6516,0.4617,0.3891,74.02,349.35,4,0.7691,-0.6129,0,77.86,Partially Observable,Static,Deterministic
204,Autonomous Vehicle,Goal-Based,Rainy,Use Umbrella,0.7934,0.2501,0.5207,0.3479,56.4,155.44,3,0.7623,0.1917,1,76.35,Fully Observable,Static,Deterministic
205,Smart-Home Energy Agent,Model-Based,Cloudy,Stay Inside,0.8639,0.7167,0.2159,0.373,57.15,306.56,11,0.9025,2.2011,0,65.41,Partially Observable,Dynamic,Deterministic
206,Warehouse Robot,Model-Based,Sunny,Go Outside,1,0.2232,0.4623,0.287,100,64.59,7,0.5886,0.1485,1,100,Fully Observable,Static,Stochastic
207,Warehouse Robot,Model-Based,Stormy,Stay Inside,0.6971,0.3485,0.1192,0.3904,98.37,386.52,14,0.8078,1.0507,1,63.34,Fully Observable,Dynamic,Deterministic
208,Autonomous Vehicle,Goal-Based,Stormy,Stay Inside,0.9597,0.6033,0.0889,0.2073,81.68,236.06,10,0.678,-1.6638,1,85.47,Partially Observable,Dynamic,Deterministic
209,Smart-Home Energy Agent,Model-Based,Snowy,Wear Winter Gear,0.9398,0.3459,0.1946,0.6044,41.82,207.52,7,0.809,0.6226,1,100,Partially Observable,Static,Deterministic
210,Intelligent Tutoring System,Model-Based,Cloudy,Stay Inside,0.853,0.4503,0.5089,0.609,70.05,334.46,5,0.5741,1.1093,0,60.37,Fully Observable,Dynamic,Stochastic
211,Smart-Home Energy Agent,Simple Reflex,Snowy,Wear Winter Gear,0.9407,0.3331,0.3113,0.5998,78.17,377.17,4,0.6009,1.3308,1,71.09,Partially Observable,Dynamic,Stochastic
212,Smart-Home Energy Agent,Learning,Cloudy,Stay Inside,0.8781,0.5502,0.1499,0.2533,70.09,350.53,8,0.99,1.4148,1,82.27,Fully Observable,Static,Deterministic
213,Autonomous Vehicle,Simple Reflex,Cloudy,Stay Inside,0.8707,0.2085,0.4003,0.2917,82.46,225.69,12,0.7161,0.5066,1,66.69,Partially Observable,Dynamic,Stochastic
214,Smart-Home Energy Agent,Utility-Based,Sunny,Go Outside,1,0.2523,0.5338,0.1468,81.34,68.21,10,0.8897,-0.2917,1,100,Fully Observable,Static,Stochastic
215,Warehouse Robot,Model-Based,Stormy,Stay Inside,0.8973,0.3259,0.635,0.338,85.18,178.39,8,0.699,0.5158,0,57.18,Fully Observable,Static,Stochastic
216,Smart Hospital Assistant,Model-Based,Windy,Use Wind Protection,0.8909,0.1821,0.5753,0.4841,42.42,241.64,6,0.6094,1.0464,0,71.84,Partially Observable,Static,Deterministic
217,Warehouse Robot,Learning,Cloudy,Stay Inside,0.7647,0.3913,0.1761,0.4357,100,121.13,12,0.7804,1.326,1,76.37,Partially Observable,Dynamic,Deterministic
218,Cybersecurity Monitoring Agent,Model-Based,Rainy,Use Umbrella,0.8539,0.1852,0.5732,0.6252,,187.12,9,0.6477,-0.3422,0,49.04,Partially Observable,Dynamic,Stochastic
219,Smart-Home Energy Agent,Simple Reflex,Windy,Use Wind Protection,0.6801,0.2997,0.5182,0.2013,74.22,20,7,0.7524,-1.0147,1,84.71,Partially Observable,Dynamic,Deterministic
220,Smart-Home Energy Agent,Utility-Based,Windy,Use Wind Protection,1,0.3445,0.6757,0.6871,87.88,265.29,9,0.7037,0.647,1,78.23,Fully Observable,Static,Stochastic
221,Warehouse Robot,Simple Reflex,Rainy,Use Umbrella,0.9021,0.3046,0.1815,0.5911,81.31,233.75,3,0.6749,0.271,0,62.91,Fully Observable,Static,Stochastic
222,Cybersecurity Monitoring Agent,Utility-Based,Stormy,Stay Inside,0.7968,0.2628,0.6215,0.301,78.3,133.37,10,0.7997,0.6922,1,74.04,Partially Observable,Static,Deterministic
223,Warehouse Robot,Goal-Based,Windy,Use Wind Protection,1,0.2793,0.4384,0.6508,44.03,255.51,11,0.6972,1.321,1,80.04,Partially Observable,Dynamic,Stochastic
224,Autonomous Delivery Robot,Learning,Snowy,Wear Winter Gear,0.6683,0.4827,0.491,0.5143,64.4,28.24,10,0.8706,-0.0415,1,90.7,Fully Observable,Dynamic,Deterministic
225,Smart-Home Energy Agent,Utility-Based,Snowy,Wear Winter Gear,0.8724,0.3721,0.5312,0.2867,76.27,35.17,12,0.6041,-0.9767,0,67.87,Fully Observable,Dynamic,Deterministic
226,Smart Hospital Assistant,Goal-Based,Snowy,Wear Winter Gear,0.9407,0.2302,0.5451,0.4929,52.09,276.07,14,0.6412,0.4804,0,66.05,Partially Observable,Static,Deterministic
227,Cybersecurity Monitoring Agent,Goal-Based,Windy,Use Wind Protection,0.9688,0.1595,0.2695,0.5606,93.55,20,6,0.99,-0.065,1,100,Partially Observable,Static,Deterministic
228,AI Travel Assistant,Simple Reflex,Snowy,Wear Winter Gear,1,0.3334,0.2893,0.4427,51.85,233.91,9,0.8931,1.2991,1,100,Partially Observable,Static,Stochastic
229,Smart-Home Energy Agent,Utility-Based,Rainy,Use Umbrella,0.7985,0.5444,0.3531,0.2739,48.14,246.33,10,0.6911,0.0836,1,79.49,Partially Observable,Dynamic,Deterministic
230,AI Travel Assistant,Learning,Sunny,Go Outside,0.7524,0.6648,0.3893,0.2903,69.43,249.19,4,0.6191,0.461,0,68.06,Fully Observable,Dynamic,Stochastic
231,Smart Hospital Assistant,Model-Based,Cloudy,Stay Inside,0.7203,0.4939,0.2021,0.5736,76.26,320.55,5,0.8544,0.1137,0,58.76,Partially Observable,Static,Deterministic
232,AI Travel Assistant,Learning,Snowy,Wear Winter Gear,0.8217,0.8945,0.2263,0.3447,100,251.6,11,0.8028,0.1845,0,54.32,Fully Observable,Dynamic,Stochastic
233,Smart-Home Energy Agent,Learning,Stormy,Stay Inside,0.7538,0.758,0.2936,0.5912,76.18,240.25,3,0.5148,-2.0503,0,58.56,Partially Observable,Dynamic,Deterministic
234,Autonomous Delivery Robot,Model-Based,Cloudy,Stay Inside,0.7208,0.3178,0.3409,0.5563,68.52,150.6,5,0.9671,-0.1408,1,89.08,Fully Observable,Static,Deterministic
235,Smart Hospital Assistant,Model-Based,Snowy,Wear Winter Gear,0.9923,0.4694,0.2795,0.4052,41.1,,10,0.7185,0.1175,0,60.89,Fully Observable,Dynamic,Deterministic
236,Autonomous Delivery Robot,Learning,Rainy,Use Umbrella,0.9356,0.2287,0.4413,0.5776,82.92,251.64,7,0.8872,-1.6128,1,82.18,Fully Observable,Dynamic,Deterministic
237,Smart Hospital Assistant,Learning,Sunny,Go Outside,0.659,0.7507,0.1209,0.316,99.8,139.62,9,0.6164,0.5765,0,48.22,Partially Observable,Static,Deterministic
238,Smart Hospital Assistant,Simple Reflex,Stormy,Stay Inside,0.7656,0.2047,0.4709,0.5152,100,172.26,6,0.5673,-0.6264,0,84.51,Fully Observable,Static,Deterministic
239,Autonomous Delivery Robot,Goal-Based,Rainy,Use Umbrella,1,0.3433,0.3956,0.5818,68.0,355.44,2,0.9402,-2.2466,1,76.52,Partially Observable,Dynamic,Deterministic
240,Warehouse Robot,Model-Based,Sunny,Go Outside,0.6988,0.3951,0.5464,0.7571,73.72,226.9,6,0.7679,-0.1097,0,44.47,Partially Observable,Dynamic,Deterministic
241,Autonomous Vehicle,Learning,Stormy,Stay Inside,0.9096,0.5988,0.2895,0.5558,92.47,76.99,14,0.4679,-0.4829,0,58.06,Fully Observable,Dynamic,Deterministic
242,Smart Hospital Assistant,Learning,Stormy,Stay Inside,0.7932,0.4922,0.5058,0.5748,47.27,229.49,12,0.9264,-0.6294,1,79.8,Partially Observable,Dynamic,Stochastic
243,Cybersecurity Monitoring Agent,Learning,Cloudy,Stay Inside,0.8386,0.5264,0.1203,0.4222,79.99,306.0,6,0.7667,-0.5765,1,92.96,Fully Observable,Static,Deterministic
244,Smart Hospital Assistant,Goal-Based,Snowy,Wear Winter Gear,0.9542,0.2768,0.6543,0.6799,75.99,120.44,8,0.8576,-1.5153,1,96.18,Fully Observable,Static,Deterministic
245,AI Travel Assistant,Model-Based,Snowy,Wear Winter Gear,0.8853,0.3771,0.1589,0.4866,40.83,359.26,2,0.99,-1.4666,1,78.91,Partially Observable,Dynamic,Deterministic
246,Autonomous Delivery Robot,Learning,Rainy,Use Umbrella,0.9079,0.464,0.373,0.6916,87.62,361.33,11,0.6374,0.046,1,100,Fully Observable,Dynamic,Deterministic
247,Autonomous Vehicle,Goal-Based,Rainy,Use Umbrella,0.7179,0.5158,0.3647,0.341,100,189.32,5,0.5665,0.5543,0,82.86,Partially Observable,Dynamic,Stochastic
248,Autonomous Delivery Robot,Utility-Based,Cloudy,Stay Inside,0.8874,0.5295,0.3966,0.3616,51.13,297.52,13,0.5946,-0.4179,1,79.79,Partially Observable,Static,Deterministic
249,AI Travel Assistant,Goal-Based,Snowy,Wear Winter Gear,0.9233,0.4071,0.1613,0.481,84.58,276.45,13,0.7686,0.7722,1,83.7,Partially Observable,Static,Stochastic
250,Smart-Home Energy Agent,Learning,Rainy,Use Umbrella,0.7018,0.7458,0.6,0.3008,,127.97,12,0.6685,-2.0849,0,59.13,Fully Observable,Static,Stochastic
251,Intelligent Tutoring System,Model-Based,Sunny,Go Outside,0.5214,0.2401,0.7634,0.2057,99.04,239.93,8,0.9327,0.5032,1,74.06,Partially Observable,Static,Deterministic
252,Smart-Home Energy Agent,Utility-Based,Cloudy,Stay Inside,0.8981,0.1136,0.2889,0.4017,38.97,341.84,14,0.6902,-0.8428,0,60.19,Partially Observable,Static,Stochastic
253,Warehouse Robot,Goal-Based,Stormy,Stay Inside,0.8576,0.5294,0.758,0.4984,97.13,317.71,9,0.64,-0.0602,0,50.95,Partially Observable,Static,Deterministic
254,Autonomous Vehicle,Goal-Based,Rainy,Use Umbrella,1,0.3366,0.4279,0.849,83.24,235.05,12,0.99,-0.1184,1,90.05,Fully Observable,Dynamic,Stochastic
255,Smart-Home Energy Agent,Model-Based,Rainy,Use Umbrella,0.8424,0.2664,0.4675,0.4296,83.83,195.62,14,0.4708,-1.6834,1,75.2,Fully Observable,Dynamic,Stochastic
256,AI Travel Assistant,Model-Based,Cloudy,Stay Inside,0.862,0.5732,0.3511,0.1928,56.6,284.66,12,0.8013,-0.0301,1,86.78,Partially Observable,Dynamic,Stochastic
257,AI Travel Assistant,Utility-Based,Cloudy,Stay Inside,0.7825,0.5085,0.462,0.7755,45.98,86.36,8,0.4588,-0.7369,0,43.71,Partially Observable,Dynamic,Stochastic
258,Warehouse Robot,Learning,Stormy,Stay Inside,0.9674,0.2825,0.3441,0.2404,67.19,302.81,4,0.5638,1.1058,1,100,Fully Observable,Static,Deterministic
259,Cybersecurity Monitoring Agent,Learning,Rainy,Use Umbrella,0.8248,0.2892,0.2267,0.3847,100,235.75,14,0.7736,1.4214,1,92.2,Partially Observable,Dynamic,Stochastic
260,Autonomous Vehicle,Utility-Based,Cloudy,Stay Inside,0.806,0.3609,0.4966,0.5131,66.58,347.13,5,0.5896,1.0211,0,54.13,Partially Observable,Static,Stochastic
261,Autonomous Delivery Robot,Learning,Stormy,Stay Inside,0.7806,0.3942,0.1524,0.5643,90.32,226.92,10,0.8237,1.2491,0,72.53,Partially Observable,Static,Stochastic
262,Smart Hospital Assistant,Goal-Based,Snowy,Wear Winter Gear,0.8102,0.1698,0.103,0.6392,70.96,312.25,12,0.8018,0.3774,0,65.52,Fully Observable,Dynamic,Stochastic
263,Warehouse Robot,Utility-Based,Snowy,Wear Winter Gear,0.9657,0.315,0.4166,0.5782,67.71,203.62,11,0.6024,-1.8898,1,84.81,Fully Observable,Static,Stochastic
264,Autonomous Delivery Robot,Goal-Based,Windy,Use Wind Protection,0.8267,0.3646,0.5556,0.8979,42.98,207.95,6,0.99,-0.031,0,43.58,Partially Observable,Static,Deterministic
265,Intelligent Tutoring System,Utility-Based,Sunny,Go Outside,1,0.7051,0.0763,0.6568,56.74,168.83,13,0.99,0.6194,0,85.35,Partially Observable,Dynamic,Deterministic
266,Cybersecurity Monitoring Agent,Goal-Based,Windy,Use Wind Protection,0.9869,0.3895,0.4235,0.2834,79.63,191.86,9,0.7625,0.2968,1,100,Partially Observable,Static,Deterministic
267,Smart Hospital Assistant,Model-Based,Windy,Use Wind Protection,0.7875,0.1331,0.474,0.4197,96.2,244.13,12,0.7946,-0.5831,0,85.63,Fully Observable,Dynamic,Stochastic
268,Warehouse Robot,Model-Based,Rainy,Use Umbrella,0.8626,0.5769,0.3895,0.3753,81.6,175.92,11,0.7344,-0.0973,0,69.29,Fully Observable,Dynamic,Deterministic
269,Smart Hospital Assistant,Learning,Snowy,Wear Winter Gear,0.7461,0.1633,0.096,0.2244,100,125.47,13,0.6217,1.5044,1,100,Fully Observable,Dynamic,Stochastic
270,Cybersecurity Monitoring Agent,Utility-Based,Windy,Use Wind Protection,0.9172,0.1556,0.414,0.7992,100,205.95,5,0.6943,-1.2559,0,67.63,Partially Observable,Dynamic,Deterministic
271,Intelligent Tutoring System,Simple Reflex,Sunny,Go Outside,0.6614,0.5679,0.2205,0.428,66.33,278.8,11,0.8237,0.8399,0,34.04,Partially Observable,Dynamic,Stochastic
272,Cybersecurity Monitoring Agent,Model-Based,Stormy,Stay Inside,0.6802,0.5869,0.4101,0.6698,78.73,108.58,6,0.9255,-0.3557,0,37.31,Partially Observable,Dynamic,Stochastic
273,Smart Hospital Assistant,Utility-Based,Sunny,Go Outside,0.8037,0.1383,0.36,0.3549,26.62,62.61,13,0.5052,1.0509,1,76.44,Fully Observable,Dynamic,Deterministic
274,Intelligent Tutoring System,Model-Based,Cloudy,Stay Inside,0.8164,0.6565,0.2254,0.4941,59.92,183.58,6,0.99,-1.0895,0,48.36,Fully Observable,Dynamic,Deterministic
275,AI Travel Assistant,Goal-Based,Cloudy,Stay Inside,,0.882,0.1448,0.5019,82.99,140.54,9,0.7112,-0.5975,0,73.32,Fully Observable,Static,Stochastic
276,Autonomous Delivery Robot,Model-Based,Windy,Use Wind Protection,0.9932,0.6904,0.4512,0.3795,75.55,24.78,10,0.7004,-1.6271,1,76.28,Partially Observable,Static,Deterministic
